,product,price,quantity,date,region,sales
3390,pink morsel,3.0,595,2018-06-07,east,1785.0
3391,pink morsel,3.0,519,2018-06-07,west,1557.0
3416,pink morsel,3.0,573,2018-06-08,north,1719.0
3417,pink morsel,3.0,559,2018-06-08,south,1677.0
3418,pink morsel,3.0,565,2018-06-08,east,1695.0
3419,pink morsel,3.0,534,2018-06-08,west,1602.0
3444,pink morsel,3.0,594,2018-06-09,north,1782.0
3445,pink morsel,3.0,591,2018-06-09,south,1773.0
3446,pink morsel,3.0,552,2018-06-09,east,1656.0
3447,pink morsel,3.0,555,2018-06-09,west,1665.0
3472,pink morsel,3.0,526,2018-06-10,north,1578.0
3473,pink morsel,3.0,547,2018-06-10,south,1641.0
3474,pink morsel,3.0,579,2018-06-10,east,1737.0
3475,pink morsel,3.0,519,2018-06-10,west,1557.0
3500,pink morsel,3.0,596,2018-06-11,north,1788.0
3501,pink morsel,3.0,559,2018-06-11,south,1677.0
3502,pink morsel,3.0,566,2018-06-11,east,1698.0
3503,pink morsel,3.0,576,2018-06-11,west,1728.0
3528,pink morsel,3.0,592,2018-06-12,north,1776.0
3529,pink morsel,3.0,517,2018-06-12,south,1551.0
3530,pink morsel,3.0,516,2018-06-12,east,1548.0
3531,pink morsel,3.0,514,2018-06-12,west,1542.0
3556,pink morsel,3.0,561,2018-06-13,north,1683.0
3557,pink morsel,3.0,561,2018-06-13,south,1683.0
3558,pink morsel,3.0,524,2018-06-13,east,1572.0
3559,pink morsel,3.0,561,2018-06-13,west,1683.0
3584,pink morsel,3.0,587,2018-06-14,north,1761.0
3585,pink morsel,3.0,556,2018-06-14,south,1668.0
3586,pink morsel,3.0,533,2018-06-14,east,1599.0
3587,pink morsel,3.0,531,2018-06-14,west,1593.0
3612,pink morsel,3.0,541,2018-06-15,north,1623.0
3613,pink morsel,3.0,579,2018-06-15,south,1737.0
3614,pink morsel,3.0,531,2018-06-15,east,1593.0
3615,pink morsel,3.0,596,2018-06-15,west,1788.0
3640,pink morsel,3.0,553,2018-06-16,north,1659.0
3641,pink morsel,3.0,547,2018-06-16,south,1641.0
3642,pink morsel,3.0,525,2018-06-16,east,1575.0
3643,pink morsel,3.0,537,2018-06-16,west,1611.0
3668,pink morsel,3.0,533,2018-06-17,north,1599.0
3669,pink morsel,3.0,510,2018-06-17,south,1530.0
3670,pink morsel,3.0,536,2018-06-17,east,1608.0
3671,pink morsel,3.0,542,2018-06-17,west,1626.0
3696,pink morsel,3.0,510,2018-06-18,north,1530.0
3697,pink morsel,3.0,569,2018-06-18,south,1707.0
3698,pink morsel,3.0,537,2018-06-18,east,1611.0
3699,pink morsel,3.0,545,2018-06-18,west,1635.0
3724,pink morsel,3.0,531,2018-06-19,north,1593.0
3725,pink morsel,3.0,583,2018-06-19,south,1749.0
3726,pink morsel,3.0,541,2018-06-19,east,1623.0
3727,pink morsel,3.0,536,2018-06-19,west,1608.0
3752,pink morsel,3.0,555,2018-06-20,north,1665.0
3753,pink morsel,3.0,553,2018-06-20,south,1659.0
3754,pink morsel,3.0,578,2018-06-20,east,1734.0
3755,pink morsel,3.0,519,2018-06-20,west,1557.0
3780,pink morsel,3.0,599,2018-06-21,north,1797.0
3781,pink morsel,3.0,529,2018-06-21,south,1587.0
3782,pink morsel,3.0,519,2018-06-21,east,1557.0
3783,pink morsel,3.0,514,2018-06-21,west,1542.0
3808,pink morsel,3.0,581,2018-06-22,north,1743.0
3809,pink morsel,3.0,599,2018-06-22,south,1797.0
3810,pink morsel,3.0,562,2018-06-22,east,1686.0
3811,pink morsel,3.0,561,2018-06-22,west,1683.0
3836,pink morsel,3.0,597,2018-06-23,north,1791.0
3837,pink morsel,3.0,518,2018-06-23,south,1554.0
3838,pink morsel,3.0,565,2018-06-23,east,1695.0
3839,pink morsel,3.0,522,2018-06-23,west,1566.0
3864,pink morsel,3.0,521,2018-06-24,north,1563.0
3865,pink morsel,3.0,541,2018-06-24,south,1623.0
3866,pink morsel,3.0,510,2018-06-24,east,1530.0
3867,pink morsel,3.0,554,2018-06-24,west,1662.0
3892,pink morsel,3.0,550,2018-06-25,north,1650.0
3893,pink morsel,3.0,534,2018-06-25,south,1602.0
3894,pink morsel,3.0,516,2018-06-25,east,1548.0
3895,pink morsel,3.0,541,2018-06-25,west,1623.0
3920,pink morsel,3.0,576,2018-06-26,north,1728.0
3921,pink morsel,3.0,511,2018-06-26,south,1533.0
3922,pink morsel,3.0,501,2018-06-26,east,1503.0
3923,pink morsel,3.0,543,2018-06-26,west,1629.0
3948,pink morsel,3.0,527,2018-06-27,north,1581.0
3949,pink morsel,3.0,553,2018-06-27,south,1659.0
3950,pink morsel,3.0,569,2018-06-27,east,1707.0
3951,pink morsel,3.0,555,2018-06-27,west,1665.0
3976,pink morsel,3.0,521,2018-06-28,north,1563.0
3977,pink morsel,3.0,546,2018-06-28,south,1638.0
3978,pink morsel,3.0,564,2018-06-28,east,1692.0
3979,pink morsel,3.0,501,2018-06-28,west,1503.0
4004,pink morsel,3.0,562,2018-06-29,north,1686.0
4005,pink morsel,3.0,588,2018-06-29,south,1764.0
4006,pink morsel,3.0,543,2018-06-29,east,1629.0
4007,pink morsel,3.0,593,2018-06-29,west,1779.0
4032,pink morsel,3.0,518,2018-06-30,north,1554.0
4033,pink morsel,3.0,551,2018-06-30,south,1653.0
4034,pink morsel,3.0,505,2018-06-30,east,1515.0
4035,pink morsel,3.0,519,2018-06-30,west,1557.0
4060,pink morsel,3.0,582,2018-07-01,north,1746.0
4061,pink morsel,3.0,557,2018-07-01,south,1671.0
4062,pink morsel,3.0,572,2018-07-01,east,1716.0
4063,pink morsel,3.0,518,2018-07-01,west,1554.0
4088,pink morsel,3.0,565,2018-07-02,north,1695.0
4089,pink morsel,3.0,537,2018-07-02,south,1611.0
4090,pink morsel,3.0,560,2018-07-02,east,1680.0
4091,pink morsel,3.0,557,2018-07-02,west,1671.0
4116,pink morsel,3.0,548,2018-07-03,north,1644.0
4117,pink morsel,3.0,546,2018-07-03,south,1638.0
4118,pink morsel,3.0,541,2018-07-03,east,1623.0
4119,pink morsel,3.0,505,2018-07-03,west,1515.0
4144,pink morsel,3.0,581,2018-07-04,north,1743.0
4145,pink morsel,3.0,529,2018-07-04,south,1587.0
4146,pink morsel,3.0,588,2018-07-04,east,1764.0
4147,pink morsel,3.0,524,2018-07-04,west,1572.0
4172,pink morsel,3.0,584,2018-07-05,north,1752.0
4173,pink morsel,3.0,549,2018-07-05,south,1647.0
4174,pink morsel,3.0,525,2018-07-05,east,1575.0
4175,pink morsel,3.0,500,2018-07-05,west,1500.0
4200,pink morsel,3.0,581,2018-07-06,north,1743.0
4201,pink morsel,3.0,522,2018-07-06,south,1566.0
4202,pink morsel,3.0,586,2018-07-06,east,1758.0
4203,pink morsel,3.0,563,2018-07-06,west,1689.0
4228,pink morsel,3.0,592,2018-07-07,north,1776.0
4229,pink morsel,3.0,590,2018-07-07,south,1770.0
4230,pink morsel,3.0,565,2018-07-07,east,1695.0
4231,pink morsel,3.0,522,2018-07-07,west,1566.0
4256,pink morsel,3.0,541,2018-07-08,north,1623.0
4257,pink morsel,3.0,592,2018-07-08,south,1776.0
4258,pink morsel,3.0,505,2018-07-08,east,1515.0
4259,pink morsel,3.0,587,2018-07-08,west,1761.0
4284,pink morsel,3.0,541,2018-07-09,north,1623.0
4285,pink morsel,3.0,596,2018-07-09,south,1788.0
4286,pink morsel,3.0,514,2018-07-09,east,1542.0
4287,pink morsel,3.0,505,2018-07-09,west,1515.0
4312,pink morsel,3.0,598,2018-07-10,north,1794.0
4313,pink morsel,3.0,598,2018-07-10,south,1794.0
4314,pink morsel,3.0,585,2018-07-10,east,1755.0
4315,pink morsel,3.0,587,2018-07-10,west,1761.0
4340,pink morsel,3.0,535,2018-07-11,north,1605.0
4341,pink morsel,3.0,523,2018-07-11,south,1569.0
4342,pink morsel,3.0,546,2018-07-11,east,1638.0
4343,pink morsel,3.0,559,2018-07-11,west,1677.0
4368,pink morsel,3.0,531,2018-07-12,north,1593.0
4369,pink morsel,3.0,500,2018-07-12,south,1500.0
4370,pink morsel,3.0,513,2018-07-12,east,1539.0
4371,pink morsel,3.0,573,2018-07-12,west,1719.0
4396,pink morsel,3.0,583,2018-07-13,north,1749.0
4397,pink morsel,3.0,532,2018-07-13,south,1596.0
4398,pink morsel,3.0,560,2018-07-13,east,1680.0
4399,pink morsel,3.0,503,2018-07-13,west,1509.0
4424,pink morsel,3.0,500,2018-07-14,north,1500.0
4425,pink morsel,3.0,551,2018-07-14,south,1653.0
4426,pink morsel,3.0,540,2018-07-14,east,1620.0
4427,pink morsel,3.0,525,2018-07-14,west,1575.0
4452,pink morsel,3.0,579,2018-07-15,north,1737.0
4453,pink morsel,3.0,571,2018-07-15,south,1713.0
4454,pink morsel,3.0,566,2018-07-15,east,1698.0
4455,pink morsel,3.0,513,2018-07-15,west,1539.0
4480,pink morsel,3.0,591,2018-07-16,north,1773.0
4481,pink morsel,3.0,569,2018-07-16,south,1707.0
4482,pink morsel,3.0,518,2018-07-16,east,1554.0
4483,pink morsel,3.0,505,2018-07-16,west,1515.0
4508,pink morsel,3.0,517,2018-07-17,north,1551.0
4509,pink morsel,3.0,522,2018-07-17,south,1566.0
4510,pink morsel,3.0,596,2018-07-17,east,1788.0
4511,pink morsel,3.0,538,2018-07-17,west,1614.0
4536,pink morsel,3.0,568,2018-07-18,north,1704.0
4537,pink morsel,3.0,552,2018-07-18,south,1656.0
4538,pink morsel,3.0,510,2018-07-18,east,1530.0
4539,pink morsel,3.0,553,2018-07-18,west,1659.0
4564,pink morsel,3.0,540,2018-07-19,north,1620.0
4565,pink morsel,3.0,575,2018-07-19,south,1725.0
4566,pink morsel,3.0,568,2018-07-19,east,1704.0
4567,pink morsel,3.0,509,2018-07-19,west,1527.0
4592,pink morsel,3.0,577,2018-07-20,north,1731.0
4593,pink morsel,3.0,587,2018-07-20,south,1761.0
4594,pink morsel,3.0,548,2018-07-20,east,1644.0
4595,pink morsel,3.0,551,2018-07-20,west,1653.0
4620,pink morsel,3.0,575,2018-07-21,north,1725.0
4621,pink morsel,3.0,566,2018-07-21,south,1698.0
4622,pink morsel,3.0,554,2018-07-21,east,1662.0
4623,pink morsel,3.0,552,2018-07-21,west,1656.0
4648,pink morsel,3.0,536,2018-07-22,north,1608.0
4649,pink morsel,3.0,591,2018-07-22,south,1773.0
4650,pink morsel,3.0,553,2018-07-22,east,1659.0
4651,pink morsel,3.0,549,2018-07-22,west,1647.0
4676,pink morsel,3.0,546,2018-07-23,north,1638.0
4677,pink morsel,3.0,541,2018-07-23,south,1623.0
4678,pink morsel,3.0,573,2018-07-23,east,1719.0
4679,pink morsel,3.0,543,2018-07-23,west,1629.0
4704,pink morsel,3.0,567,2018-07-24,north,1701.0
4705,pink morsel,3.0,575,2018-07-24,south,1725.0
4706,pink morsel,3.0,584,2018-07-24,east,1752.0
4707,pink morsel,3.0,519,2018-07-24,west,1557.0
4732,pink morsel,3.0,500,2018-07-25,north,1500.0
4733,pink morsel,3.0,569,2018-07-25,south,1707.0
4734,pink morsel,3.0,511,2018-07-25,east,1533.0
4735,pink morsel,3.0,579,2018-07-25,west,1737.0
4760,pink morsel,3.0,535,2018-07-26,north,1605.0
4761,pink morsel,3.0,589,2018-07-26,south,1767.0
4762,pink morsel,3.0,517,2018-07-26,east,1551.0
4763,pink morsel,3.0,507,2018-07-26,west,1521.0
4788,pink morsel,3.0,553,2018-07-27,north,1659.0
4789,pink morsel,3.0,537,2018-07-27,south,1611.0
4790,pink morsel,3.0,565,2018-07-27,east,1695.0
4791,pink morsel,3.0,544,2018-07-27,west,1632.0
4816,pink morsel,3.0,505,2018-07-28,north,1515.0
4817,pink morsel,3.0,528,2018-07-28,south,1584.0
4818,pink morsel,3.0,532,2018-07-28,east,1596.0
4819,pink morsel,3.0,581,2018-07-28,west,1743.0
4844,pink morsel,3.0,597,2018-07-29,north,1791.0
4845,pink morsel,3.0,533,2018-07-29,south,1599.0
4846,pink morsel,3.0,583,2018-07-29,east,1749.0
4847,pink morsel,3.0,585,2018-07-29,west,1755.0
4872,pink morsel,3.0,585,2018-07-30,north,1755.0
4873,pink morsel,3.0,554,2018-07-30,south,1662.0
4874,pink morsel,3.0,503,2018-07-30,east,1509.0
4875,pink morsel,3.0,592,2018-07-30,west,1776.0
4900,pink morsel,3.0,565,2018-07-31,north,1695.0
4901,pink morsel,3.0,569,2018-07-31,south,1707.0
4902,pink morsel,3.0,516,2018-07-31,east,1548.0
4903,pink morsel,3.0,526,2018-07-31,west,1578.0
4928,pink morsel,3.0,521,2018-08-01,north,1563.0
4929,pink morsel,3.0,558,2018-08-01,south,1674.0
4930,pink morsel,3.0,518,2018-08-01,east,1554.0
4931,pink morsel,3.0,555,2018-08-01,west,1665.0
4956,pink morsel,3.0,509,2018-08-02,north,1527.0
4957,pink morsel,3.0,539,2018-08-02,south,1617.0
4958,pink morsel,3.0,516,2018-08-02,east,1548.0
4959,pink morsel,3.0,557,2018-08-02,west,1671.0
4984,pink morsel,3.0,556,2018-08-03,north,1668.0
4985,pink morsel,3.0,557,2018-08-03,south,1671.0
4986,pink morsel,3.0,573,2018-08-03,east,1719.0
4987,pink morsel,3.0,556,2018-08-03,west,1668.0
5012,pink morsel,3.0,512,2018-08-04,north,1536.0
5013,pink morsel,3.0,578,2018-08-04,south,1734.0
5014,pink morsel,3.0,581,2018-08-04,east,1743.0
5015,pink morsel,3.0,592,2018-08-04,west,1776.0
5040,pink morsel,3.0,550,2018-08-05,north,1650.0
5041,pink morsel,3.0,533,2018-08-05,south,1599.0
5042,pink morsel,3.0,538,2018-08-05,east,1614.0
5043,pink morsel,3.0,591,2018-08-05,west,1773.0
5068,pink morsel,3.0,537,2018-08-06,north,1611.0
5069,pink morsel,3.0,535,2018-08-06,south,1605.0
5070,pink morsel,3.0,518,2018-08-06,east,1554.0
5071,pink morsel,3.0,596,2018-08-06,west,1788.0
5096,pink morsel,3.0,522,2018-08-07,north,1566.0
5097,pink morsel,3.0,520,2018-08-07,south,1560.0
5098,pink morsel,3.0,517,2018-08-07,east,1551.0
5099,pink morsel,3.0,542,2018-08-07,west,1626.0
5124,pink morsel,3.0,555,2018-08-08,north,1665.0
5125,pink morsel,3.0,513,2018-08-08,south,1539.0
5126,pink morsel,3.0,502,2018-08-08,east,1506.0
5127,pink morsel,3.0,539,2018-08-08,west,1617.0
5152,pink morsel,3.0,599,2018-08-09,north,1797.0
5153,pink morsel,3.0,598,2018-08-09,south,1794.0
5154,pink morsel,3.0,540,2018-08-09,east,1620.0
5155,pink morsel,3.0,561,2018-08-09,west,1683.0
5180,pink morsel,3.0,540,2018-08-10,north,1620.0
5181,pink morsel,3.0,518,2018-08-10,south,1554.0
5182,pink morsel,3.0,567,2018-08-10,east,1701.0
5183,pink morsel,3.0,595,2018-08-10,west,1785.0
5208,pink morsel,3.0,563,2018-08-11,north,1689.0
5209,pink morsel,3.0,550,2018-08-11,south,1650.0
5210,pink morsel,3.0,511,2018-08-11,east,1533.0
5211,pink morsel,3.0,529,2018-08-11,west,1587.0
5236,pink morsel,3.0,503,2018-08-12,north,1509.0
5237,pink morsel,3.0,581,2018-08-12,south,1743.0
5238,pink morsel,3.0,573,2018-08-12,east,1719.0
5239,pink morsel,3.0,581,2018-08-12,west,1743.0
5264,pink morsel,3.0,567,2018-08-13,north,1701.0
5265,pink morsel,3.0,543,2018-08-13,south,1629.0
5266,pink morsel,3.0,546,2018-08-13,east,1638.0
5267,pink morsel,3.0,537,2018-08-13,west,1611.0
5292,pink morsel,3.0,541,2018-08-14,north,1623.0
5293,pink morsel,3.0,545,2018-08-14,south,1635.0
5294,pink morsel,3.0,572,2018-08-14,east,1716.0
5295,pink morsel,3.0,569,2018-08-14,west,1707.0
5320,pink morsel,3.0,534,2018-08-15,north,1602.0
5321,pink morsel,3.0,514,2018-08-15,south,1542.0
5322,pink morsel,3.0,600,2018-08-15,east,1800.0
5323,pink morsel,3.0,578,2018-08-15,west,1734.0
5348,pink morsel,3.0,596,2018-08-16,north,1788.0
5349,pink morsel,3.0,538,2018-08-16,south,1614.0
5350,pink morsel,3.0,581,2018-08-16,east,1743.0
5351,pink morsel,3.0,590,2018-08-16,west,1770.0
5376,pink morsel,3.0,592,2018-08-17,north,1776.0
5377,pink morsel,3.0,571,2018-08-17,south,1713.0
5378,pink morsel,3.0,541,2018-08-17,east,1623.0
5379,pink morsel,3.0,584,2018-08-17,west,1752.0
5404,pink morsel,3.0,509,2018-08-18,north,1527.0
5405,pink morsel,3.0,592,2018-08-18,south,1776.0
5406,pink morsel,3.0,563,2018-08-18,east,1689.0
5407,pink morsel,3.0,571,2018-08-18,west,1713.0
5432,pink morsel,3.0,503,2018-08-19,north,1509.0
5433,pink morsel,3.0,525,2018-08-19,south,1575.0
5434,pink morsel,3.0,567,2018-08-19,east,1701.0
5435,pink morsel,3.0,525,2018-08-19,west,1575.0
5460,pink morsel,3.0,527,2018-08-20,north,1581.0
5461,pink morsel,3.0,593,2018-08-20,south,1779.0
5462,pink morsel,3.0,554,2018-08-20,east,1662.0
5463,pink morsel,3.0,502,2018-08-20,west,1506.0
5488,pink morsel,3.0,598,2018-08-21,north,1794.0
5489,pink morsel,3.0,553,2018-08-21,south,1659.0
5490,pink morsel,3.0,548,2018-08-21,east,1644.0
5491,pink morsel,3.0,569,2018-08-21,west,1707.0
5516,pink morsel,3.0,568,2018-08-22,north,1704.0
5517,pink morsel,3.0,500,2018-08-22,south,1500.0
5518,pink morsel,3.0,513,2018-08-22,east,1539.0
5519,pink morsel,3.0,600,2018-08-22,west,1800.0
5544,pink morsel,3.0,519,2018-08-23,north,1557.0
5545,pink morsel,3.0,518,2018-08-23,south,1554.0
5546,pink morsel,3.0,596,2018-08-23,east,1788.0
5547,pink morsel,3.0,521,2018-08-23,west,1563.0
5572,pink morsel,3.0,516,2018-08-24,north,1548.0
5573,pink morsel,3.0,520,2018-08-24,south,1560.0
5574,pink morsel,3.0,578,2018-08-24,east,1734.0
5575,pink morsel,3.0,548,2018-08-24,west,1644.0
5600,pink morsel,3.0,543,2018-08-25,north,1629.0
5601,pink morsel,3.0,559,2018-08-25,south,1677.0
5602,pink morsel,3.0,588,2018-08-25,east,1764.0
5603,pink morsel,3.0,505,2018-08-25,west,1515.0
5628,pink morsel,3.0,514,2018-08-26,north,1542.0
5629,pink morsel,3.0,515,2018-08-26,south,1545.0
5630,pink morsel,3.0,556,2018-08-26,east,1668.0
5631,pink morsel,3.0,528,2018-08-26,west,1584.0
5656,pink morsel,3.0,535,2018-08-27,north,1605.0
5657,pink morsel,3.0,580,2018-08-27,south,1740.0
5658,pink morsel,3.0,534,2018-08-27,east,1602.0
5659,pink morsel,3.0,503,2018-08-27,west,1509.0
5684,pink morsel,3.0,522,2018-08-28,north,1566.0
5685,pink morsel,3.0,560,2018-08-28,south,1680.0
5686,pink morsel,3.0,552,2018-08-28,east,1656.0
5687,pink morsel,3.0,574,2018-08-28,west,1722.0
5712,pink morsel,3.0,554,2018-08-29,north,1662.0
5713,pink morsel,3.0,598,2018-08-29,south,1794.0
5714,pink morsel,3.0,578,2018-08-29,east,1734.0
5715,pink morsel,3.0,549,2018-08-29,west,1647.0
5740,pink morsel,3.0,545,2018-08-30,north,1635.0
5741,pink morsel,3.0,581,2018-08-30,south,1743.0
5742,pink morsel,3.0,555,2018-08-30,east,1665.0
5743,pink morsel,3.0,590,2018-08-30,west,1770.0
5768,pink morsel,3.0,583,2018-08-31,north,1749.0
5769,pink morsel,3.0,565,2018-08-31,south,1695.0
5770,pink morsel,3.0,548,2018-08-31,east,1644.0
5771,pink morsel,3.0,534,2018-08-31,west,1602.0
5796,pink morsel,3.0,520,2018-09-01,north,1560.0
5797,pink morsel,3.0,500,2018-09-01,south,1500.0
5798,pink morsel,3.0,573,2018-09-01,east,1719.0
5799,pink morsel,3.0,519,2018-09-01,west,1557.0
5824,pink morsel,3.0,509,2018-09-02,north,1527.0
5825,pink morsel,3.0,551,2018-09-02,south,1653.0
5826,pink morsel,3.0,502,2018-09-02,east,1506.0
5827,pink morsel,3.0,525,2018-09-02,west,1575.0
5852,pink morsel,3.0,583,2018-09-03,north,1749.0
5853,pink morsel,3.0,590,2018-09-03,south,1770.0
5854,pink morsel,3.0,558,2018-09-03,east,1674.0
5855,pink morsel,3.0,550,2018-09-03,west,1650.0
5880,pink morsel,3.0,598,2018-09-04,north,1794.0
5881,pink morsel,3.0,503,2018-09-04,south,1509.0
5882,pink morsel,3.0,595,2018-09-04,east,1785.0
5883,pink morsel,3.0,513,2018-09-04,west,1539.0
5908,pink morsel,3.0,577,2018-09-05,north,1731.0
5909,pink morsel,3.0,539,2018-09-05,south,1617.0
5910,pink morsel,3.0,552,2018-09-05,east,1656.0
5911,pink morsel,3.0,533,2018-09-05,west,1599.0
5936,pink morsel,3.0,571,2018-09-06,north,1713.0
5937,pink morsel,3.0,502,2018-09-06,south,1506.0
5938,pink morsel,3.0,586,2018-09-06,east,1758.0
5939,pink morsel,3.0,550,2018-09-06,west,1650.0
5964,pink morsel,3.0,597,2018-09-07,north,1791.0
5965,pink morsel,3.0,541,2018-09-07,south,1623.0
5966,pink morsel,3.0,592,2018-09-07,east,1776.0
5967,pink morsel,3.0,551,2018-09-07,west,1653.0
5992,pink morsel,3.0,553,2018-09-08,north,1659.0
5993,pink morsel,3.0,585,2018-09-08,south,1755.0
5994,pink morsel,3.0,511,2018-09-08,east,1533.0
5995,pink morsel,3.0,519,2018-09-08,west,1557.0
6020,pink morsel,3.0,509,2018-09-09,north,1527.0
6021,pink morsel,3.0,538,2018-09-09,south,1614.0
6022,pink morsel,3.0,546,2018-09-09,east,1638.0
6023,pink morsel,3.0,568,2018-09-09,west,1704.0
6048,pink morsel,3.0,550,2018-09-10,north,1650.0
6049,pink morsel,3.0,552,2018-09-10,south,1656.0
6050,pink morsel,3.0,594,2018-09-10,east,1782.0
6051,pink morsel,3.0,509,2018-09-10,west,1527.0
6076,pink morsel,3.0,526,2018-09-11,north,1578.0
6077,pink morsel,3.0,589,2018-09-11,south,1767.0
6078,pink morsel,3.0,583,2018-09-11,east,1749.0
6079,pink morsel,3.0,508,2018-09-11,west,1524.0
6104,pink morsel,3.0,573,2018-09-12,north,1719.0
6105,pink morsel,3.0,565,2018-09-12,south,1695.0
6106,pink morsel,3.0,580,2018-09-12,east,1740.0
6107,pink morsel,3.0,511,2018-09-12,west,1533.0
6132,pink morsel,3.0,551,2018-09-13,north,1653.0
6133,pink morsel,3.0,520,2018-09-13,south,1560.0
6134,pink morsel,3.0,559,2018-09-13,east,1677.0
6135,pink morsel,3.0,513,2018-09-13,west,1539.0
6160,pink morsel,3.0,571,2018-09-14,north,1713.0
6161,pink morsel,3.0,518,2018-09-14,south,1554.0
6162,pink morsel,3.0,581,2018-09-14,east,1743.0
6163,pink morsel,3.0,567,2018-09-14,west,1701.0
6188,pink morsel,3.0,529,2018-09-15,north,1587.0
6189,pink morsel,3.0,504,2018-09-15,south,1512.0
6190,pink morsel,3.0,566,2018-09-15,east,1698.0
6191,pink morsel,3.0,582,2018-09-15,west,1746.0
6216,pink morsel,3.0,518,2018-09-16,north,1554.0
6217,pink morsel,3.0,518,2018-09-16,south,1554.0
6218,pink morsel,3.0,594,2018-09-16,east,1782.0
6219,pink morsel,3.0,594,2018-09-16,west,1782.0
6244,pink morsel,3.0,588,2018-09-17,north,1764.0
6245,pink morsel,3.0,540,2018-09-17,south,1620.0
6246,pink morsel,3.0,515,2018-09-17,east,1545.0
6247,pink morsel,3.0,574,2018-09-17,west,1722.0
6272,pink morsel,3.0,501,2018-09-18,north,1503.0
6273,pink morsel,3.0,510,2018-09-18,south,1530.0
6274,pink morsel,3.0,579,2018-09-18,east,1737.0
6275,pink morsel,3.0,564,2018-09-18,west,1692.0
6300,pink morsel,3.0,514,2018-09-19,north,1542.0
6301,pink morsel,3.0,586,2018-09-19,south,1758.0
6302,pink morsel,3.0,593,2018-09-19,east,1779.0
6303,pink morsel,3.0,531,2018-09-19,west,1593.0
6328,pink morsel,3.0,562,2018-09-20,north,1686.0
6329,pink morsel,3.0,583,2018-09-20,south,1749.0
6330,pink morsel,3.0,554,2018-09-20,east,1662.0
6331,pink morsel,3.0,523,2018-09-20,west,1569.0
6356,pink morsel,3.0,530,2018-09-21,north,1590.0
6357,pink morsel,3.0,555,2018-09-21,south,1665.0
6358,pink morsel,3.0,572,2018-09-21,east,1716.0
6359,pink morsel,3.0,568,2018-09-21,west,1704.0
6384,pink morsel,3.0,544,2018-09-22,north,1632.0
6385,pink morsel,3.0,527,2018-09-22,south,1581.0
6386,pink morsel,3.0,586,2018-09-22,east,1758.0
6387,pink morsel,3.0,547,2018-09-22,west,1641.0
6412,pink morsel,3.0,577,2018-09-23,north,1731.0
6413,pink morsel,3.0,559,2018-09-23,south,1677.0
6414,pink morsel,3.0,576,2018-09-23,east,1728.0
6415,pink morsel,3.0,585,2018-09-23,west,1755.0
6440,pink morsel,3.0,537,2018-09-24,north,1611.0
6441,pink morsel,3.0,531,2018-09-24,south,1593.0
6442,pink morsel,3.0,599,2018-09-24,east,1797.0
6443,pink morsel,3.0,520,2018-09-24,west,1560.0
6468,pink morsel,3.0,510,2018-09-25,north,1530.0
6469,pink morsel,3.0,590,2018-09-25,south,1770.0
6470,pink morsel,3.0,537,2018-09-25,east,1611.0
6471,pink morsel,3.0,567,2018-09-25,west,1701.0
6496,pink morsel,3.0,539,2018-09-26,north,1617.0
6497,pink morsel,3.0,505,2018-09-26,south,1515.0
6498,pink morsel,3.0,571,2018-09-26,east,1713.0
